Year,Series,Sex,Type of contract,Province,County,Municipality,Units,GeoCode,Value
2022,Employment rate,Female,,,Goierri,,%,Goierri,70.3
2020,Employment rate,Female,,,Goierri,,%,Goierri,68.9
2015,Employment rate,Female,,,Goierri,,%,Goierri,63.4
2019,Employment rate,Female,,,Goierri,,%,Goierri,67.6
2016,Employment rate,Female,,,Goierri,,%,Goierri,63.0
2023,Employment rate,Female,,,Goierri,,%,Goierri,72.3
2018,Employment rate,Female,,,Goierri,,%,Goierri,66.1
2021,Employment rate,Female,,,Goierri,,%,Goierri,68.4
2010,Employment rate,Female,,,Goierri,,%,Goierri,60.0
2019,Employment rate,Female,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,72.3
2016,Employment rate,Female,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,69.8
2020,Employment rate,Female,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,73.0
2023,Employment rate,Female,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,74.2
2015,Employment rate,Female,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,70.5
2021,Employment rate,Female,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,72.4
2022,Employment rate,Female,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,74.9
2018,Employment rate,Female,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,72.5
2010,Employment rate,Female,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,67.9
2021,Employment rate,Female,,,Markina-Ondarroa,,%,Markina-Ondarroa,67.3
2010,Employment rate,Female,,,Markina-Ondarroa,,%,Markina-Ondarroa,59.3
2020,Employment rate,Female,,,Markina-Ondarroa,,%,Markina-Ondarroa,67.6
2023,Employment rate,Female,,,Markina-Ondarroa,,%,Markina-Ondarroa,72.9
2019,Employment rate,Female,,,Markina-Ondarroa,,%,Markina-Ondarroa,66.2
2018,Employment rate,Female,,,Markina-Ondarroa,,%,Markina-Ondarroa,65.0
2022,Employment rate,Female,,,Markina-Ondarroa,,%,Markina-Ondarroa,70.6
2015,Employment rate,Female,,,Markina-Ondarroa,,%,Markina-Ondarroa,62.8
2016,Employment rate,Female,,,Markina-Ondarroa,,%,Markina-Ondarroa,63.2
2016,Employment rate,Female,,,Plentzia-Mungia,,%,Plentzia-Mungia,65.6
2010,Employment rate,Female,,,Plentzia-Mungia,,%,Plentzia-Mungia,62.7
2021,Employment rate,Female,,,Plentzia-Mungia,,%,Plentzia-Mungia,70.3
2020,Employment rate,Female,,,Plentzia-Mungia,,%,Plentzia-Mungia,70.2
2015,Employment rate,Female,,,Plentzia-Mungia,,%,Plentzia-Mungia,65.7
2023,Employment rate,Female,,,Plentzia-Mungia,,%,Plentzia-Mungia,74.6
2018,Employment rate,Female,,,Plentzia-Mungia,,%,Plentzia-Mungia,67.9
2019,Employment rate,Female,,,Plentzia-Mungia,,%,Plentzia-Mungia,69.2
2022,Employment rate,Female,,,Plentzia-Mungia,,%,Plentzia-Mungia,72.1
2018,Employment rate,Female,,,Tolosaldea,,%,Tolosaldea,68.8
2021,Employment rate,Female,,,Tolosaldea,,%,Tolosaldea,70.7
2010,Employment rate,Female,,,Tolosaldea,,%,Tolosaldea,62.5
2019,Employment rate,Female,,,Tolosaldea,,%,Tolosaldea,70.3
2015,Employment rate,Female,,,Tolosaldea,,%,Tolosaldea,65.5
2020,Employment rate,Female,,,Tolosaldea,,%,Tolosaldea,71.1
2016,Employment rate,Female,,,Tolosaldea,,%,Tolosaldea,65.8
2022,Employment rate,Female,,,Tolosaldea,,%,Tolosaldea,73.5
2023,Employment rate,Female,,,Tolosaldea,,%,Tolosaldea,75.1
2018,Employment rate,Female,,,Urola Kosta,,%,Urola Kosta,68.2
2023,Employment rate,Female,,,Urola Kosta,,%,Urola Kosta,75.6
2019,Employment rate,Female,,,Urola Kosta,,%,Urola Kosta,69.8
2015,Employment rate,Female,,,Urola Kosta,,%,Urola Kosta,64.2
2010,Employment rate,Female,,,Urola Kosta,,%,Urola Kosta,61.0
2016,Employment rate,Female,,,Urola Kosta,,%,Urola Kosta,63.9
2022,Employment rate,Female,,,Urola Kosta,,%,Urola Kosta,73.7
2020,Employment rate,Female,,,Urola Kosta,,%,Urola Kosta,70.9
2021,Employment rate,Female,,,Urola Kosta,,%,Urola Kosta,71.2
2015,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,62.5
2020,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,65.8
2022,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,69.1
2017,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,65.9
2011,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,62.1
2012,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,61.4
2013,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,59.8
2021,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,68.5
2014,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,61.1
2010,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,62.3
2018,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,68.8
2016,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,63.0
2019,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,67.3
2023,Employment rate,Female,,Araba/Álava,,,%,Araba/Álava,69.2
2023,Employment rate,Female,,Bizkaia,,,%,Bizkaia,70.3
2020,Employment rate,Female,,Bizkaia,,,%,Bizkaia,66.3
2019,Employment rate,Female,,Bizkaia,,,%,Bizkaia,67.4
2010,Employment rate,Female,,Bizkaia,,,%,Bizkaia,59.8
2012,Employment rate,Female,,Bizkaia,,,%,Bizkaia,59.5
2015,Employment rate,Female,,Bizkaia,,,%,Bizkaia,62.8
2011,Employment rate,Female,,Bizkaia,,,%,Bizkaia,59.9
2014,Employment rate,Female,,Bizkaia,,,%,Bizkaia,60.8
2018,Employment rate,Female,,Bizkaia,,,%,Bizkaia,66.3
2016,Employment rate,Female,,Bizkaia,,,%,Bizkaia,65.0
2021,Employment rate,Female,,Bizkaia,,,%,Bizkaia,67.9
2013,Employment rate,Female,,Bizkaia,,,%,Bizkaia,59.8
2022,Employment rate,Female,,Bizkaia,,,%,Bizkaia,69.8
2017,Employment rate,Female,,Bizkaia,,,%,Bizkaia,64.7
2023,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,73.4
2011,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,66.4
2022,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,72.1
2017,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,68.3
2012,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,66.0
2016,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,66.1
2021,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,71.2
2015,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,66.0
2014,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,66.4
2019,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,70.9
2020,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,70.4
2013,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,66.1
2018,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,69.2
2010,Employment rate,Female,,Gipuzkoa,,,%,Gipuzkoa,63.7
2016,Employment rate,Male,,,,,%,,72.8
2011,Employment rate,Male,,,,,%,,73.1
2015,Employment rate,Male,,,,,%,,71.5
2017,Employment rate,Male,,,,,%,,74.0
2012,Employment rate,Male,,,,,%,,70.7
2014,Employment rate,Male,,,,,%,,70.3
2010,Employment rate,Male,,,,,%,,75.1
2018,Employment rate,Male,,,,,%,,76.4
2022,Employment rate,Male,,,,,%,,77.6
2020,Employment rate,Male,,,,,%,,74.3
2013,Employment rate,Male,,,,,%,,70.2
2023,Employment rate,Male,,,,,%,,78.0
2019,Employment rate,Male,,,,,%,,76.8
2021,Employment rate,Male,,,,,%,,75.3
2018,Employment rate,Male,,,,Abadiño,%,Abadiño,77.4
2016,Employment rate,Male,,,,Abadiño,%,Abadiño,75.6
2021,Employment rate,Male,,,,Abadiño,%,Abadiño,75.9
2019,Employment rate,Male,,,,Abadiño,%,Abadiño,77.6
2010,Employment rate,Male,,,,Abadiño,%,Abadiño,73.3
2015,Employment rate,Male,,,,Abadiño,%,Abadiño,73.7
2023,Employment rate,Male,,,,Abadiño,%,Abadiño,80.2
2022,Employment rate,Male,,,,Abadiño,%,Abadiño,77.6
2020,Employment rate,Male,,,,Abadiño,%,Abadiño,76.3
2018,Employment rate,Male,,,,Abaltzisketa,%,Abaltzisketa,80.2
2015,Employment rate,Male,,,,Abaltzisketa,%,Abaltzisketa,82.0
2020,Employment rate,Male,,,,Abaltzisketa,%,Abaltzisketa,83.6
2016,Employment rate,Male,,,,Abaltzisketa,%,Abaltzisketa,81.6
2023,Employment rate,Male,,,,Abaltzisketa,%,Abaltzisketa,78.7
2019,Employment rate,Male,,,,Abaltzisketa,%,Abaltzisketa,80.2
2022,Employment rate,Male,,,,Abaltzisketa,%,Abaltzisketa,80.4
2021,Employment rate,Male,,,,Abaltzisketa,%,Abaltzisketa,81.7
2010,Employment rate,Male,,,,Abaltzisketa,%,Abaltzisketa,86.9
2016,Employment rate,Male,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,67.2
2015,Employment rate,Male,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,66.6
2022,Employment rate,Male,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,73.1
2021,Employment rate,Male,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,69.7
2023,Employment rate,Male,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,75.6
2010,Employment rate,Male,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,72.0
2019,Employment rate,Male,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,73.2
2020,Employment rate,Male,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,71.5
2018,Employment rate,Male,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,71.3
2022,Employment rate,Male,,,,Aduna,%,Aduna,85.1
2010,Employment rate,Male,,,,Aduna,%,Aduna,83.8
2020,Employment rate,Male,,,,Aduna,%,Aduna,85.4
2023,Employment rate,Male,,,,Aduna,%,Aduna,84.3
2021,Employment rate,Male,,,,Aduna,%,Aduna,86.9
2019,Employment rate,Male,,,,Aduna,%,Aduna,86.4
2015,Employment rate,Male,,,,Aduna,%,Aduna,85.3
2016,Employment rate,Male,,,,Aduna,%,Aduna,84.3
2018,Employment rate,Male,,,,Aduna,%,Aduna,85.4
2020,Employment rate,Male,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,73.8
2023,Employment rate,Male,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,77.9
2022,Employment rate,Male,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,78.0
2010,Employment rate,Male,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,74.0
2019,Employment rate,Male,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,73.9
2018,Employment rate,Male,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,72.6
2016,Employment rate,Male,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,70.5
2015,Employment rate,Male,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,69.4
2021,Employment rate,Male,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,74.3
2019,Employment rate,Male,,,,Aia,%,Aia,81.1
2016,Employment rate,Male,,,,Aia,%,Aia,77.2
2022,Employment rate,Male,,,,Aia,%,Aia,82.1
2023,Employment rate,Male,,,,Aia,%,Aia,84.8
2010,Employment rate,Male,,,,Aia,%,Aia,75.6
2018,Employment rate,Male,,,,Aia,%,Aia,80.1
2021,Employment rate,Male,,,,Aia,%,Aia,80.9
2015,Employment rate,Male,,,,Aia,%,Aia,77.2
2020,Employment rate,Male,,,,Aia,%,Aia,80.3
2015,Employment rate,Male,,,,Aizarnazabal,%,Aizarnazabal,69.5
2023,Employment rate,Male,,,,Aizarnazabal,%,Aizarnazabal,81.6
2016,Employment rate,Male,,,,Aizarnazabal,%,Aizarnazabal,72.3
2018,Employment rate,Male,,,,Aizarnazabal,%,Aizarnazabal,71.5
2022,Employment rate,Male,,,,Aizarnazabal,%,Aizarnazabal,77.6
2021,Employment rate,Male,,,,Aizarnazabal,%,Aizarnazabal,76.3
2020,Employment rate,Male,,,,Aizarnazabal,%,Aizarnazabal,77.8
2010,Employment rate,Male,,,,Aizarnazabal,%,Aizarnazabal,74.4
2019,Employment rate,Male,,,,Aizarnazabal,%,Aizarnazabal,76.4
2020,Employment rate,Male,,,,Ajangiz,%,Ajangiz,74.7
2015,Employment rate,Male,,,,Ajangiz,%,Ajangiz,77.9
2021,Employment rate,Male,,,,Ajangiz,%,Ajangiz,72.1
2022,Employment rate,Male,,,,Ajangiz,%,Ajangiz,78.5
2016,Employment rate,Male,,,,Ajangiz,%,Ajangiz,77.5
2023,Employment rate,Male,,,,Ajangiz,%,Ajangiz,78.7
2019,Employment rate,Male,,,,Ajangiz,%,Ajangiz,78.2
2010,Employment rate,Male,,,,Ajangiz,%,Ajangiz,78.1
2018,Employment rate,Male,,,,Ajangiz,%,Ajangiz,72.2
2015,Employment rate,Male,,,,Albiztur,%,Albiztur,79.3
2018,Employment rate,Male,,,,Albiztur,%,Albiztur,81.6
2016,Employment rate,Male,,,,Albiztur,%,Albiztur,80.4
2019,Employment rate,Male,,,,Albiztur,%,Albiztur,87.5
2022,Employment rate,Male,,,,Albiztur,%,Albiztur,81.8
2023,Employment rate,Male,,,,Albiztur,%,Albiztur,87.9
2020,Employment rate,Male,,,,Albiztur,%,Albiztur,85.9
2010,Employment rate,Male,,,,Albiztur,%,Albiztur,76.5
2021,Employment rate,Male,,,,Albiztur,%,Albiztur,81.0
2019,Employment rate,Male,,,,Alegia,%,Alegia,75.4
2016,Employment rate,Male,,,,Alegia,%,Alegia,70.3
2010,Employment rate,Male,,,,Alegia,%,Alegia,75.9
2022,Employment rate,Male,,,,Alegia,%,Alegia,77.7
2015,Employment rate,Male,,,,Alegia,%,Alegia,68.6
2023,Employment rate,Male,,,,Alegia,%,Alegia,76.1
2020,Employment rate,Male,,,,Alegia,%,Alegia,76.0
2018,Employment rate,Male,,,,Alegia,%,Alegia,75.6
2021,Employment rate,Male,,,,Alegia,%,Alegia,73.9
2015,Employment rate,Male,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,79.0
2010,Employment rate,Male,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,83.7
2021,Employment rate,Male,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,78.1
2016,Employment rate,Male,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,78.1
2019,Employment rate,Male,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,80.0
2018,Employment rate,Male,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,82.5
2023,Employment rate,Male,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,81.4
2022,Employment rate,Male,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,79.1
2020,Employment rate,Male,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,81.0
2021,Employment rate,Male,,,,Alkiza,%,Alkiza,79.4
2020,Employment rate,Male,,,,Alkiza,%,Alkiza,78.8
2018,Employment rate,Male,,,,Alkiza,%,Alkiza,83.7
2022,Employment rate,Male,,,,Alkiza,%,Alkiza,83.8
2010,Employment rate,Male,,,,Alkiza,%,Alkiza,85.8
2016,Employment rate,Male,,,,Alkiza,%,Alkiza,82.1
2019,Employment rate,Male,,,,Alkiza,%,Alkiza,81.4
2015,Employment rate,Male,,,,Alkiza,%,Alkiza,81.7
2023,Employment rate,Male,,,,Alkiza,%,Alkiza,82.2
2023,Employment rate,Male,,,,Alonsotegi,%,Alonsotegi,72.5
2015,Employment rate,Male,,,,Alonsotegi,%,Alonsotegi,65.5
2020,Employment rate,Male,,,,Alonsotegi,%,Alonsotegi,71.6
2022,Employment rate,Male,,,,Alonsotegi,%,Alonsotegi,72.8
2018,Employment rate,Male,,,,Alonsotegi,%,Alonsotegi,72.1
2016,Employment rate,Male,,,,Alonsotegi,%,Alonsotegi,66.0
2021,Employment rate,Male,,,,Alonsotegi,%,Alonsotegi,70.4
2019,Employment rate,Male,,,,Alonsotegi,%,Alonsotegi,69.4
2010,Employment rate,Male,,,,Alonsotegi,%,Alonsotegi,73.1
2021,Employment rate,Male,,,,Altzaga,%,Altzaga,80.6
2019,Employment rate,Male,,,,Altzaga,%,Altzaga,83.7
2023,Employment rate,Male,,,,Altzaga,%,Altzaga,81.0
2010,Employment rate,Male,,,,Altzaga,%,Altzaga,80.0
2015,Employment rate,Male,,,,Altzaga,%,Altzaga,76.0
2022,Employment rate,Male,,,,Altzaga,%,Altzaga,81.4
2016,Employment rate,Male,,,,Altzaga,%,Altzaga,78.3
2018,Employment rate,Male,,,,Altzaga,%,Altzaga,81.3
2020,Employment rate,Male,,,,Altzaga,%,Altzaga,81.8
2010,Employment rate,Male,,,,Altzo,%,Altzo,78.9
2018,Employment rate,Male,,,,Altzo,%,Altzo,75.7
2019,Employment rate,Male,,,,Altzo,%,Altzo,83.3
2020,Employment rate,Male,,,,Altzo,%,Altzo,75.2
2016,Employment rate,Male,,,,Altzo,%,Altzo,72.6
2022,Employment rate,Male,,,,Altzo,%,Altzo,82.6
2023,Employment rate,Male,,,,Altzo,%,Altzo,78.9
2015,Employment rate,Male,,,,Altzo,%,Altzo,75.9
2021,Employment rate,Male,,,,Altzo,%,Altzo,78.9
2020,Employment rate,Male,,,,Amezketa,%,Amezketa,76.5
2019,Employment rate,Male,,,,Amezketa,%,Amezketa,79.9
2015,Employment rate,Male,,,,Amezketa,%,Amezketa,80.1
2023,Employment rate,Male,,,,Amezketa,%,Amezketa,80.9
2018,Employment rate,Male,,,,Amezketa,%,Amezketa,80.7
2010,Employment rate,Male,,,,Amezketa,%,Amezketa,80.2
2021,Employment rate,Male,,,,Amezketa,%,Amezketa,75.7
2016,Employment rate,Male,,,,Amezketa,%,Amezketa,77.8
2022,Employment rate,Male,,,,Amezketa,%,Amezketa,79.0
2015,Employment rate,Male,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,73.3
2020,Employment rate,Male,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,77.7
2023,Employment rate,Male,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,81.3
2010,Employment rate,Male,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,74.4
2021,Employment rate,Male,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,77.1
2016,Employment rate,Male,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,74.6
2022,Employment rate,Male,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,79.0
2018,Employment rate,Male,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,76.9
2019,Employment rate,Male,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,78.0
2010,Employment rate,Male,,,,Amoroto,%,Amoroto,75.4
2023,Employment rate,Male,,,,Amoroto,%,Amoroto,75.4
2022,Employment rate,Male,,,,Amoroto,%,Amoroto,71.2
2020,Employment rate,Male,,,,Amoroto,%,Amoroto,76.4
2019,Employment rate,Male,,,,Amoroto,%,Amoroto,77.0
2021,Employment rate,Male,,,,Amoroto,%,Amoroto,75.2
2016,Employment rate,Male,,,,Amoroto,%,Amoroto,80.0
2018,Employment rate,Male,,,,Amoroto,%,Amoroto,79.8
2015,Employment rate,Male,,,,Amoroto,%,Amoroto,80.3
2016,Employment rate,Male,,,,Amurrio,%,Amurrio,70.8
2021,Employment rate,Male,,,,Amurrio,%,Amurrio,74.6
2015,Employment rate,Male,,,,Amurrio,%,Amurrio,70.5
2023,Employment rate,Male,,,,Amurrio,%,Amurrio,78.4
2020,Employment rate,Male,,,,Amurrio,%,Amurrio,74.9
2019,Employment rate,Male,,,,Amurrio,%,Amurrio,75.4
2018,Employment rate,Male,,,,Amurrio,%,Amurrio,73.8
2010,Employment rate,Male,,,,Amurrio,%,Amurrio,71.9
2022,Employment rate,Male,,,,Amurrio,%,Amurrio,78.2
2016,Employment rate,Male,,,,Andoain,%,Andoain,73.4
2020,Employment rate,Male,,,,Andoain,%,Andoain,78.7
2019,Employment rate,Male,,,,Andoain,%,Andoain,77.7
2010,Employment rate,Male,,,,Andoain,%,Andoain,74.6
2015,Employment rate,Male,,,,Andoain,%,Andoain,72.8
2021,Employment rate,Male,,,,Andoain,%,Andoain,77.3
2022,Employment rate,Male,,,,Andoain,%,Andoain,77.6
2023,Employment rate,Male,,,,Andoain,%,Andoain,79.4
2018,Employment rate,Male,,,,Andoain,%,Andoain,76.6
2022,Employment rate,Male,,,,Anoeta,%,Anoeta,79.6
2016,Employment rate,Male,,,,Anoeta,%,Anoeta,76.6
2018,Employment rate,Male,,,,Anoeta,%,Anoeta,78.3
2010,Employment rate,Male,,,,Anoeta,%,Anoeta,78.6
2023,Employment rate,Male,,,,Anoeta,%,Anoeta,81.5
2015,Employment rate,Male,,,,Anoeta,%,Anoeta,76.4
2021,Employment rate,Male,,,,Anoeta,%,Anoeta,78.5
2020,Employment rate,Male,,,,Anoeta,%,Anoeta,78.7
2019,Employment rate,Male,,,,Anoeta,%,Anoeta,79.9
2023,Employment rate,Male,,,,Antzuola,%,Antzuola,84.1
2020,Employment rate,Male,,,,Antzuola,%,Antzuola,83.5
2015,Employment rate,Male,,,,Antzuola,%,Antzuola,77.1
2022,Employment rate,Male,,,,Antzuola,%,Antzuola,85.8
2021,Employment rate,Male,,,,Antzuola,%,Antzuola,81.4
2010,Employment rate,Male,,,,Antzuola,%,Antzuola,79.0
2018,Employment rate,Male,,,,Antzuola,%,Antzuola,84.4
2019,Employment rate,Male,,,,Antzuola,%,Antzuola,83.5
2016,Employment rate,Male,,,,Antzuola,%,Antzuola,80.9
2019,Employment rate,Male,,,,Añana,%,Añana,75.6
2016,Employment rate,Male,,,,Añana,%,Añana,76.1
2018,Employment rate,Male,,,,Añana,%,Añana,76.0
2020,Employment rate,Male,,,,Añana,%,Añana,75.0
2022,Employment rate,Male,,,,Añana,%,Añana,75.6
2015,Employment rate,Male,,,,Añana,%,Añana,67.1
2021,Employment rate,Male,,,,Añana,%,Añana,74.7
2023,Employment rate,Male,,,,Añana,%,Añana,74.3
2010,Employment rate,Male,,,,Añana,%,Añana,75.4
2022,Employment rate,Male,,,,Arakaldo,%,Arakaldo,78.0
2019,Employment rate,Male,,,,Arakaldo,%,Arakaldo,81.0
2016,Employment rate,Male,,,,Arakaldo,%,Arakaldo,90.4
2010,Employment rate,Male,,,,Arakaldo,%,Arakaldo,91.7
2020,Employment rate,Male,,,,Arakaldo,%,Arakaldo,78.3
2015,Employment rate,Male,,,,Arakaldo,%,Arakaldo,75.5
2018,Employment rate,Male,,,,Arakaldo,%,Arakaldo,82.4
2021,Employment rate,Male,,,,Arakaldo,%,Arakaldo,75.9
2023,Employment rate,Male,,,,Arakaldo,%,Arakaldo,84.7
2015,Employment rate,Male,,,,Arama,%,Arama,82.5
2010,Employment rate,Male,,,,Arama,%,Arama,75.0
2020,Employment rate,Male,,,,Arama,%,Arama,79.3
2022,Employment rate,Male,,,,Arama,%,Arama,79.6
2016,Employment rate,Male,,,,Arama,%,Arama,86.0
2021,Employment rate,Male,,,,Arama,%,Arama,76.4
2018,Employment rate,Male,,,,Arama,%,Arama,91.5
2023,Employment rate,Male,,,,Arama,%,Arama,81.1
2019,Employment rate,Male,,,,Arama,%,Arama,81.4
2018,Employment rate,Male,,,,Aramaio,%,Aramaio,77.6
2016,Employment rate,Male,,,,Aramaio,%,Aramaio,73.9
2021,Employment rate,Male,,,,Aramaio,%,Aramaio,73.9
2022,Employment rate,Male,,,,Aramaio,%,Aramaio,77.3
2015,Employment rate,Male,,,,Aramaio,%,Aramaio,74.5
2020,Employment rate,Male,,,,Aramaio,%,Aramaio,78.5
2023,Employment rate,Male,,,,Aramaio,%,Aramaio,79.7
2010,Employment rate,Male,,,,Aramaio,%,Aramaio,76.1
2019,Employment rate,Male,,,,Aramaio,%,Aramaio,77.0
2015,Employment rate,Male,,,,Arantzazu,%,Arantzazu,73.9
2021,Employment rate,Male,,,,Arantzazu,%,Arantzazu,72.2
2022,Employment rate,Male,,,,Arantzazu,%,Arantzazu,72.1
2020,Employment rate,Male,,,,Arantzazu,%,Arantzazu,78.0
2023,Employment rate,Male,,,,Arantzazu,%,Arantzazu,76.3
2018,Employment rate,Male,,,,Arantzazu,%,Arantzazu,78.0
2016,Employment rate,Male,,,,Arantzazu,%,Arantzazu,78.6
2019,Employment rate,Male,,,,Arantzazu,%,Arantzazu,75.0
2010,Employment rate,Male,,,,Arantzazu,%,Arantzazu,74.1
2023,Employment rate,Male,,,,Areatza,%,Areatza,78.1
2015,Employment rate,Male,,,,Areatza,%,Areatza,68.2
2018,Employment rate,Male,,,,Areatza,%,Areatza,74.2
2016,Employment rate,Male,,,,Areatza,%,Areatza,71.6
2022,Employment rate,Male,,,,Areatza,%,Areatza,72.8
2010,Employment rate,Male,,,,Areatza,%,Areatza,72.9
2019,Employment rate,Male,,,,Areatza,%,Areatza,75.7
2021,Employment rate,Male,,,,Areatza,%,Areatza,70.6
2020,Employment rate,Male,,,,Areatza,%,Areatza,73.9
2018,Employment rate,Male,,,,Aretxabaleta,%,Aretxabaleta,79.4
2023,Employment rate,Male,,,,Aretxabaleta,%,Aretxabaleta,82.1
2019,Employment rate,Male,,,,Aretxabaleta,%,Aretxabaleta,78.7
2015,Employment rate,Male,,,,Aretxabaleta,%,Aretxabaleta,71.8
2021,Employment rate,Male,,,,Aretxabaleta,%,Aretxabaleta,78.2
2022,Employment rate,Male,,,,Aretxabaleta,%,Aretxabaleta,80.3
2010,Employment rate,Male,,,,Aretxabaleta,%,Aretxabaleta,73.1
