Year,Series,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2016,Tasa de ocupación,Hombre,,,,Mutiloa,%,Mutiloa,82.7
2022,Tasa de ocupación,Hombre,,,,Mutriku,%,Mutriku,77.9
2010,Tasa de ocupación,Hombre,,,,Mutriku,%,Mutriku,71.6
2019,Tasa de ocupación,Hombre,,,,Mutriku,%,Mutriku,72.5
2016,Tasa de ocupación,Hombre,,,,Mutriku,%,Mutriku,68.7
2023,Tasa de ocupación,Hombre,,,,Mutriku,%,Mutriku,77.2
2015,Tasa de ocupación,Hombre,,,,Mutriku,%,Mutriku,69.9
2020,Tasa de ocupación,Hombre,,,,Mutriku,%,Mutriku,73.5
2018,Tasa de ocupación,Hombre,,,,Mutriku,%,Mutriku,72.7
2021,Tasa de ocupación,Hombre,,,,Mutriku,%,Mutriku,73.1
2010,Tasa de ocupación,Hombre,,,,Muxika,%,Muxika,73.4
2022,Tasa de ocupación,Hombre,,,,Muxika,%,Muxika,76.4
2019,Tasa de ocupación,Hombre,,,,Muxika,%,Muxika,75.7
2018,Tasa de ocupación,Hombre,,,,Muxika,%,Muxika,74.1
2020,Tasa de ocupación,Hombre,,,,Muxika,%,Muxika,75.4
2016,Tasa de ocupación,Hombre,,,,Muxika,%,Muxika,73.6
2015,Tasa de ocupación,Hombre,,,,Muxika,%,Muxika,72.3
2021,Tasa de ocupación,Hombre,,,,Muxika,%,Muxika,74.2
2023,Tasa de ocupación,Hombre,,,,Muxika,%,Muxika,78.3
2016,Tasa de ocupación,Hombre,,,,Nabarniz,%,Nabarniz,80.2
2021,Tasa de ocupación,Hombre,,,,Nabarniz,%,Nabarniz,76.0
2010,Tasa de ocupación,Hombre,,,,Nabarniz,%,Nabarniz,75.6
2022,Tasa de ocupación,Hombre,,,,Nabarniz,%,Nabarniz,82.7
2020,Tasa de ocupación,Hombre,,,,Nabarniz,%,Nabarniz,77.3
2018,Tasa de ocupación,Hombre,,,,Nabarniz,%,Nabarniz,78.5
2023,Tasa de ocupación,Hombre,,,,Nabarniz,%,Nabarniz,85.7
2015,Tasa de ocupación,Hombre,,,,Nabarniz,%,Nabarniz,73.0
2019,Tasa de ocupación,Hombre,,,,Nabarniz,%,Nabarniz,74.0
2021,Tasa de ocupación,Hombre,,,,Navaridas,%,Navaridas,66.3
2019,Tasa de ocupación,Hombre,,,,Navaridas,%,Navaridas,77.6
2010,Tasa de ocupación,Hombre,,,,Navaridas,%,Navaridas,82.9
2018,Tasa de ocupación,Hombre,,,,Navaridas,%,Navaridas,71.3
2023,Tasa de ocupación,Hombre,,,,Navaridas,%,Navaridas,75.3
2016,Tasa de ocupación,Hombre,,,,Navaridas,%,Navaridas,54.2
2020,Tasa de ocupación,Hombre,,,,Navaridas,%,Navaridas,72.6
2022,Tasa de ocupación,Hombre,,,,Navaridas,%,Navaridas,75.8
2015,Tasa de ocupación,Hombre,,,,Navaridas,%,Navaridas,67.0
2018,Tasa de ocupación,Hombre,,,,Oiartzun,%,Oiartzun,78.1
2015,Tasa de ocupación,Hombre,,,,Oiartzun,%,Oiartzun,74.5
2020,Tasa de ocupación,Hombre,,,,Oiartzun,%,Oiartzun,79.3
2022,Tasa de ocupación,Hombre,,,,Oiartzun,%,Oiartzun,80.3
2021,Tasa de ocupación,Hombre,,,,Oiartzun,%,Oiartzun,78.5
2019,Tasa de ocupación,Hombre,,,,Oiartzun,%,Oiartzun,79.9
2023,Tasa de ocupación,Hombre,,,,Oiartzun,%,Oiartzun,82.6
2016,Tasa de ocupación,Hombre,,,,Oiartzun,%,Oiartzun,76.0
2010,Tasa de ocupación,Hombre,,,,Oiartzun,%,Oiartzun,76.5
2021,Tasa de ocupación,Hombre,,,,Okondo,%,Okondo,75.2
2020,Tasa de ocupación,Hombre,,,,Okondo,%,Okondo,76.8
2018,Tasa de ocupación,Hombre,,,,Okondo,%,Okondo,76.4
2023,Tasa de ocupación,Hombre,,,,Okondo,%,Okondo,81.3
2015,Tasa de ocupación,Hombre,,,,Okondo,%,Okondo,76.2
2019,Tasa de ocupación,Hombre,,,,Okondo,%,Okondo,77.0
2010,Tasa de ocupación,Hombre,,,,Okondo,%,Okondo,77.1
2016,Tasa de ocupación,Hombre,,,,Okondo,%,Okondo,73.2
2022,Tasa de ocupación,Hombre,,,,Okondo,%,Okondo,77.1
2016,Tasa de ocupación,Hombre,,,,Olaberria,%,Olaberria,80.9
2010,Tasa de ocupación,Hombre,,,,Olaberria,%,Olaberria,74.0
2023,Tasa de ocupación,Hombre,,,,Olaberria,%,Olaberria,77.2
2018,Tasa de ocupación,Hombre,,,,Olaberria,%,Olaberria,82.2
2022,Tasa de ocupación,Hombre,,,,Olaberria,%,Olaberria,76.2
2015,Tasa de ocupación,Hombre,,,,Olaberria,%,Olaberria,78.5
2020,Tasa de ocupación,Hombre,,,,Olaberria,%,Olaberria,81.2
2021,Tasa de ocupación,Hombre,,,,Olaberria,%,Olaberria,79.5
2019,Tasa de ocupación,Hombre,,,,Olaberria,%,Olaberria,81.8
2015,Tasa de ocupación,Hombre,,,,Ondarroa,%,Ondarroa,61.6
2016,Tasa de ocupación,Hombre,,,,Ondarroa,%,Ondarroa,61.9
2021,Tasa de ocupación,Hombre,,,,Ondarroa,%,Ondarroa,63.7
2020,Tasa de ocupación,Hombre,,,,Ondarroa,%,Ondarroa,66.0
2019,Tasa de ocupación,Hombre,,,,Ondarroa,%,Ondarroa,65.5
2010,Tasa de ocupación,Hombre,,,,Ondarroa,%,Ondarroa,65.5
2018,Tasa de ocupación,Hombre,,,,Ondarroa,%,Ondarroa,65.7
2022,Tasa de ocupación,Hombre,,,,Ondarroa,%,Ondarroa,69.1
2023,Tasa de ocupación,Hombre,,,,Ondarroa,%,Ondarroa,72.2
2023,Tasa de ocupación,Hombre,,,,Oñati,%,Oñati,80.6
2018,Tasa de ocupación,Hombre,,,,Oñati,%,Oñati,79.1
2016,Tasa de ocupación,Hombre,,,,Oñati,%,Oñati,75.2
2015,Tasa de ocupación,Hombre,,,,Oñati,%,Oñati,75.0
2022,Tasa de ocupación,Hombre,,,,Oñati,%,Oñati,78.8
2020,Tasa de ocupación,Hombre,,,,Oñati,%,Oñati,78.5
2021,Tasa de ocupación,Hombre,,,,Oñati,%,Oñati,78.0
2019,Tasa de ocupación,Hombre,,,,Oñati,%,Oñati,80.1
2010,Tasa de ocupación,Hombre,,,,Oñati,%,Oñati,74.7
2022,Tasa de ocupación,Hombre,,,,Ordizia,%,Ordizia,76.3
2018,Tasa de ocupación,Hombre,,,,Ordizia,%,Ordizia,76.6
2015,Tasa de ocupación,Hombre,,,,Ordizia,%,Ordizia,70.2
2019,Tasa de ocupación,Hombre,,,,Ordizia,%,Ordizia,77.7
2021,Tasa de ocupación,Hombre,,,,Ordizia,%,Ordizia,75.1
2020,Tasa de ocupación,Hombre,,,,Ordizia,%,Ordizia,77.2
2023,Tasa de ocupación,Hombre,,,,Ordizia,%,Ordizia,77.7
2016,Tasa de ocupación,Hombre,,,,Ordizia,%,Ordizia,72.0
2010,Tasa de ocupación,Hombre,,,,Ordizia,%,Ordizia,74.2
2015,Tasa de ocupación,Hombre,,,,Orendain,%,Orendain,87.9
2016,Tasa de ocupación,Hombre,,,,Orendain,%,Orendain,91.8
2022,Tasa de ocupación,Hombre,,,,Orendain,%,Orendain,92.8
2020,Tasa de ocupación,Hombre,,,,Orendain,%,Orendain,86.7
2018,Tasa de ocupación,Hombre,,,,Orendain,%,Orendain,93.1
2019,Tasa de ocupación,Hombre,,,,Orendain,%,Orendain,82.5
2010,Tasa de ocupación,Hombre,,,,Orendain,%,Orendain,79.0
2021,Tasa de ocupación,Hombre,,,,Orendain,%,Orendain,92.6
2023,Tasa de ocupación,Hombre,,,,Orendain,%,Orendain,95.6
2018,Tasa de ocupación,Hombre,,,,Orexa,%,Orexa,80.6
2010,Tasa de ocupación,Hombre,,,,Orexa,%,Orexa,80.5
2022,Tasa de ocupación,Hombre,,,,Orexa,%,Orexa,84.8
2023,Tasa de ocupación,Hombre,,,,Orexa,%,Orexa,85.3
2021,Tasa de ocupación,Hombre,,,,Orexa,%,Orexa,83.3
2016,Tasa de ocupación,Hombre,,,,Orexa,%,Orexa,91.2
2015,Tasa de ocupación,Hombre,,,,Orexa,%,Orexa,87.9
2020,Tasa de ocupación,Hombre,,,,Orexa,%,Orexa,87.5
2019,Tasa de ocupación,Hombre,,,,Orexa,%,Orexa,88.2
2021,Tasa de ocupación,Hombre,,,,Orio,%,Orio,74.5
2019,Tasa de ocupación,Hombre,,,,Orio,%,Orio,76.2
2020,Tasa de ocupación,Hombre,,,,Orio,%,Orio,77.1
2010,Tasa de ocupación,Hombre,,,,Orio,%,Orio,72.5
2018,Tasa de ocupación,Hombre,,,,Orio,%,Orio,74.8
2022,Tasa de ocupación,Hombre,,,,Orio,%,Orio,80.8
2016,Tasa de ocupación,Hombre,,,,Orio,%,Orio,73.2
2015,Tasa de ocupación,Hombre,,,,Orio,%,Orio,70.6
2023,Tasa de ocupación,Hombre,,,,Orio,%,Orio,80.6
2022,Tasa de ocupación,Hombre,,,,Ormaiztegi,%,Ormaiztegi,77.9
2021,Tasa de ocupación,Hombre,,,,Ormaiztegi,%,Ormaiztegi,77.7
2018,Tasa de ocupación,Hombre,,,,Ormaiztegi,%,Ormaiztegi,76.3
2020,Tasa de ocupación,Hombre,,,,Ormaiztegi,%,Ormaiztegi,78.7
2010,Tasa de ocupación,Hombre,,,,Ormaiztegi,%,Ormaiztegi,75.2
2019,Tasa de ocupación,Hombre,,,,Ormaiztegi,%,Ormaiztegi,78.8
2023,Tasa de ocupación,Hombre,,,,Ormaiztegi,%,Ormaiztegi,79.0
2016,Tasa de ocupación,Hombre,,,,Ormaiztegi,%,Ormaiztegi,80.0
2015,Tasa de ocupación,Hombre,,,,Ormaiztegi,%,Ormaiztegi,75.7
2023,Tasa de ocupación,Hombre,,,,Orozko,%,Orozko,77.5
2022,Tasa de ocupación,Hombre,,,,Orozko,%,Orozko,74.7
2019,Tasa de ocupación,Hombre,,,,Orozko,%,Orozko,78.7
2016,Tasa de ocupación,Hombre,,,,Orozko,%,Orozko,77.1
2018,Tasa de ocupación,Hombre,,,,Orozko,%,Orozko,76.5
2020,Tasa de ocupación,Hombre,,,,Orozko,%,Orozko,76.7
2021,Tasa de ocupación,Hombre,,,,Orozko,%,Orozko,73.7
2010,Tasa de ocupación,Hombre,,,,Orozko,%,Orozko,78.9
2015,Tasa de ocupación,Hombre,,,,Orozko,%,Orozko,76.1
2022,Tasa de ocupación,Hombre,,,,Ortuella,%,Ortuella,74.0
2018,Tasa de ocupación,Hombre,,,,Ortuella,%,Ortuella,69.1
2016,Tasa de ocupación,Hombre,,,,Ortuella,%,Ortuella,66.7
2020,Tasa de ocupación,Hombre,,,,Ortuella,%,Ortuella,71.4
2010,Tasa de ocupación,Hombre,,,,Ortuella,%,Ortuella,71.9
2023,Tasa de ocupación,Hombre,,,,Ortuella,%,Ortuella,75.0
2019,Tasa de ocupación,Hombre,,,,Ortuella,%,Ortuella,70.7
2021,Tasa de ocupación,Hombre,,,,Ortuella,%,Ortuella,70.7
2015,Tasa de ocupación,Hombre,,,,Ortuella,%,Ortuella,66.1
2023,Tasa de ocupación,Hombre,,,,Otxandio,%,Otxandio,80.7
2015,Tasa de ocupación,Hombre,,,,Otxandio,%,Otxandio,76.8
2020,Tasa de ocupación,Hombre,,,,Otxandio,%,Otxandio,76.0
2019,Tasa de ocupación,Hombre,,,,Otxandio,%,Otxandio,77.5
2016,Tasa de ocupación,Hombre,,,,Otxandio,%,Otxandio,75.0
2010,Tasa de ocupación,Hombre,,,,Otxandio,%,Otxandio,75.1
2018,Tasa de ocupación,Hombre,,,,Otxandio,%,Otxandio,77.4
2022,Tasa de ocupación,Hombre,,,,Otxandio,%,Otxandio,79.2
2021,Tasa de ocupación,Hombre,,,,Otxandio,%,Otxandio,75.8
2023,Tasa de ocupación,Hombre,,,,Oyón-Oion,%,Oyón-Oion,72.9
2020,Tasa de ocupación,Hombre,,,,Oyón-Oion,%,Oyón-Oion,66.9
2021,Tasa de ocupación,Hombre,,,,Oyón-Oion,%,Oyón-Oion,69.2
2010,Tasa de ocupación,Hombre,,,,Oyón-Oion,%,Oyón-Oion,61.1
2019,Tasa de ocupación,Hombre,,,,Oyón-Oion,%,Oyón-Oion,66.5
2015,Tasa de ocupación,Hombre,,,,Oyón-Oion,%,Oyón-Oion,63.4
2022,Tasa de ocupación,Hombre,,,,Oyón-Oion,%,Oyón-Oion,71.2
2018,Tasa de ocupación,Hombre,,,,Oyón-Oion,%,Oyón-Oion,65.1
2016,Tasa de ocupación,Hombre,,,,Oyón-Oion,%,Oyón-Oion,61.9
2021,Tasa de ocupación,Hombre,,,,Pasaia,%,Pasaia,72.2
2019,Tasa de ocupación,Hombre,,,,Pasaia,%,Pasaia,72.8
2016,Tasa de ocupación,Hombre,,,,Pasaia,%,Pasaia,67.8
2020,Tasa de ocupación,Hombre,,,,Pasaia,%,Pasaia,72.3
2010,Tasa de ocupación,Hombre,,,,Pasaia,%,Pasaia,70.6
2018,Tasa de ocupación,Hombre,,,,Pasaia,%,Pasaia,71.3
2023,Tasa de ocupación,Hombre,,,,Pasaia,%,Pasaia,75.9
2022,Tasa de ocupación,Hombre,,,,Pasaia,%,Pasaia,74.2
2015,Tasa de ocupación,Hombre,,,,Pasaia,%,Pasaia,67.5
2016,Tasa de ocupación,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,80.9
2022,Tasa de ocupación,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,75.4
2010,Tasa de ocupación,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,73.1
2018,Tasa de ocupación,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,81.7
2019,Tasa de ocupación,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,78.0
2015,Tasa de ocupación,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,75.7
2020,Tasa de ocupación,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,80.2
2021,Tasa de ocupación,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,78.2
2023,Tasa de ocupación,Hombre,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,79.3
2020,Tasa de ocupación,Hombre,,,,Plentzia,%,Plentzia,69.4
2022,Tasa de ocupación,Hombre,,,,Plentzia,%,Plentzia,71.7
2019,Tasa de ocupación,Hombre,,,,Plentzia,%,Plentzia,71.5
2023,Tasa de ocupación,Hombre,,,,Plentzia,%,Plentzia,73.1
2015,Tasa de ocupación,Hombre,,,,Plentzia,%,Plentzia,69.1
2010,Tasa de ocupación,Hombre,,,,Plentzia,%,Plentzia,72.1
2016,Tasa de ocupación,Hombre,,,,Plentzia,%,Plentzia,69.4
2018,Tasa de ocupación,Hombre,,,,Plentzia,%,Plentzia,72.4
2021,Tasa de ocupación,Hombre,,,,Plentzia,%,Plentzia,71.0
2018,Tasa de ocupación,Hombre,,,,Portugalete,%,Portugalete,70.0
2020,Tasa de ocupación,Hombre,,,,Portugalete,%,Portugalete,70.7
2021,Tasa de ocupación,Hombre,,,,Portugalete,%,Portugalete,69.8
2019,Tasa de ocupación,Hombre,,,,Portugalete,%,Portugalete,71.0
2023,Tasa de ocupación,Hombre,,,,Portugalete,%,Portugalete,74.4
2015,Tasa de ocupación,Hombre,,,,Portugalete,%,Portugalete,66.5
2016,Tasa de ocupación,Hombre,,,,Portugalete,%,Portugalete,67.4
2010,Tasa de ocupación,Hombre,,,,Portugalete,%,Portugalete,69.4
2022,Tasa de ocupación,Hombre,,,,Portugalete,%,Portugalete,72.3
2018,Tasa de ocupación,Hombre,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,73.4
2015,Tasa de ocupación,Hombre,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,65.5
2022,Tasa de ocupación,Hombre,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,73.0
2023,Tasa de ocupación,Hombre,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,75.9
2021,Tasa de ocupación,Hombre,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,71.9
2020,Tasa de ocupación,Hombre,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,71.0
2016,Tasa de ocupación,Hombre,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,65.5
2019,Tasa de ocupación,Hombre,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,74.9
2010,Tasa de ocupación,Hombre,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,69.2
2019,Tasa de ocupación,Hombre,,,,Samaniego,%,Samaniego,80.5
2010,Tasa de ocupación,Hombre,,,,Samaniego,%,Samaniego,85.0
2020,Tasa de ocupación,Hombre,,,,Samaniego,%,Samaniego,78.1
2022,Tasa de ocupación,Hombre,,,,Samaniego,%,Samaniego,81.5
2023,Tasa de ocupación,Hombre,,,,Samaniego,%,Samaniego,78.4
2021,Tasa de ocupación,Hombre,,,,Samaniego,%,Samaniego,72.6
2018,Tasa de ocupación,Hombre,,,,Samaniego,%,Samaniego,78.9
2015,Tasa de ocupación,Hombre,,,,Samaniego,%,Samaniego,78.5
2016,Tasa de ocupación,Hombre,,,,Samaniego,%,Samaniego,78.5
2019,Tasa de ocupación,Hombre,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,79.7
2018,Tasa de ocupación,Hombre,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,80.3
2021,Tasa de ocupación,Hombre,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,81.9
2022,Tasa de ocupación,Hombre,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,81.8
2023,Tasa de ocupación,Hombre,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,84.6
2015,Tasa de ocupación,Hombre,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,79.4
2020,Tasa de ocupación,Hombre,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,77.3
2016,Tasa de ocupación,Hombre,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,81.7
2010,Tasa de ocupación,Hombre,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,78.3
2021,Tasa de ocupación,Hombre,,,,Santurtzi,%,Santurtzi,69.7
2022,Tasa de ocupación,Hombre,,,,Santurtzi,%,Santurtzi,72.2
2015,Tasa de ocupación,Hombre,,,,Santurtzi,%,Santurtzi,64.4
2020,Tasa de ocupación,Hombre,,,,Santurtzi,%,Santurtzi,70.9
2023,Tasa de ocupación,Hombre,,,,Santurtzi,%,Santurtzi,74.3
2010,Tasa de ocupación,Hombre,,,,Santurtzi,%,Santurtzi,69.0
2018,Tasa de ocupación,Hombre,,,,Santurtzi,%,Santurtzi,68.6
2019,Tasa de ocupación,Hombre,,,,Santurtzi,%,Santurtzi,69.6
2016,Tasa de ocupación,Hombre,,,,Santurtzi,%,Santurtzi,65.0
2021,Tasa de ocupación,Hombre,,,,Segura,%,Segura,78.3
2022,Tasa de ocupación,Hombre,,,,Segura,%,Segura,81.6
2019,Tasa de ocupación,Hombre,,,,Segura,%,Segura,77.8
2018,Tasa de ocupación,Hombre,,,,Segura,%,Segura,76.3
2020,Tasa de ocupación,Hombre,,,,Segura,%,Segura,79.4
2016,Tasa de ocupación,Hombre,,,,Segura,%,Segura,75.8
2023,Tasa de ocupación,Hombre,,,,Segura,%,Segura,82.8
2010,Tasa de ocupación,Hombre,,,,Segura,%,Segura,76.0
2015,Tasa de ocupación,Hombre,,,,Segura,%,Segura,77.9
2015,Tasa de ocupación,Hombre,,,,Sestao,%,Sestao,61.2
2016,Tasa de ocupación,Hombre,,,,Sestao,%,Sestao,61.9
2021,Tasa de ocupación,Hombre,,,,Sestao,%,Sestao,66.7
2010,Tasa de ocupación,Hombre,,,,Sestao,%,Sestao,66.8
2020,Tasa de ocupación,Hombre,,,,Sestao,%,Sestao,67.8
2018,Tasa de ocupación,Hombre,,,,Sestao,%,Sestao,65.2
2022,Tasa de ocupación,Hombre,,,,Sestao,%,Sestao,69.6
2019,Tasa de ocupación,Hombre,,,,Sestao,%,Sestao,67.1
2023,Tasa de ocupación,Hombre,,,,Sestao,%,Sestao,72.0
2016,Tasa de ocupación,Hombre,,,,Sondika,%,Sondika,76.0
2015,Tasa de ocupación,Hombre,,,,Sondika,%,Sondika,74.8
2019,Tasa de ocupación,Hombre,,,,Sondika,%,Sondika,74.7
2023,Tasa de ocupación,Hombre,,,,Sondika,%,Sondika,78.8
2010,Tasa de ocupación,Hombre,,,,Sondika,%,Sondika,77.5
2018,Tasa de ocupación,Hombre,,,,Sondika,%,Sondika,75.0
2020,Tasa de ocupación,Hombre,,,,Sondika,%,Sondika,75.1
2022,Tasa de ocupación,Hombre,,,,Sondika,%,Sondika,76.6
2021,Tasa de ocupación,Hombre,,,,Sondika,%,Sondika,74.7
2018,Tasa de ocupación,Hombre,,,,Sopela,%,Sopela,75.9
2019,Tasa de ocupación,Hombre,,,,Sopela,%,Sopela,75.9
2015,Tasa de ocupación,Hombre,,,,Sopela,%,Sopela,72.4
2021,Tasa de ocupación,Hombre,,,,Sopela,%,Sopela,75.0
2016,Tasa de ocupación,Hombre,,,,Sopela,%,Sopela,73.3
2010,Tasa de ocupación,Hombre,,,,Sopela,%,Sopela,73.3
2022,Tasa de ocupación,Hombre,,,,Sopela,%,Sopela,77.5
2023,Tasa de ocupación,Hombre,,,,Sopela,%,Sopela,80.7
2020,Tasa de ocupación,Hombre,,,,Sopela,%,Sopela,76.9
2019,Tasa de ocupación,Hombre,,,,Sopuerta,%,Sopuerta,72.7
2016,Tasa de ocupación,Hombre,,,,Sopuerta,%,Sopuerta,68.6
2020,Tasa de ocupación,Hombre,,,,Sopuerta,%,Sopuerta,73.5
2018,Tasa de ocupación,Hombre,,,,Sopuerta,%,Sopuerta,73.2
2021,Tasa de ocupación,Hombre,,,,Sopuerta,%,Sopuerta,72.3
2023,Tasa de ocupación,Hombre,,,,Sopuerta,%,Sopuerta,75.7
2015,Tasa de ocupación,Hombre,,,,Sopuerta,%,Sopuerta,66.6
2022,Tasa de ocupación,Hombre,,,,Sopuerta,%,Sopuerta,73.9
2010,Tasa de ocupación,Hombre,,,,Sopuerta,%,Sopuerta,68.7
2018,Tasa de ocupación,Hombre,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,73.3
2021,Tasa de ocupación,Hombre,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,72.3
2016,Tasa de ocupación,Hombre,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,68.3
2019,Tasa de ocupación,Hombre,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,73.6
2010,Tasa de ocupación,Hombre,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,71.0
2020,Tasa de ocupación,Hombre,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,73.8
2022,Tasa de ocupación,Hombre,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,74.7
2023,Tasa de ocupación,Hombre,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,74.2
2015,Tasa de ocupación,Hombre,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,67.3
2021,Tasa de ocupación,Hombre,,,,Sukarrieta,%,Sukarrieta,65.1
2023,Tasa de ocupación,Hombre,,,,Sukarrieta,%,Sukarrieta,70.4
2010,Tasa de ocupación,Hombre,,,,Sukarrieta,%,Sukarrieta,64.3
2015,Tasa de ocupación,Hombre,,,,Sukarrieta,%,Sukarrieta,63.8
2019,Tasa de ocupación,Hombre,,,,Sukarrieta,%,Sukarrieta,68.1
2016,Tasa de ocupación,Hombre,,,,Sukarrieta,%,Sukarrieta,64.0
2022,Tasa de ocupación,Hombre,,,,Sukarrieta,%,Sukarrieta,65.5
2020,Tasa de ocupación,Hombre,,,,Sukarrieta,%,Sukarrieta,69.1
2018,Tasa de ocupación,Hombre,,,,Sukarrieta,%,Sukarrieta,60.0
2020,Tasa de ocupación,Hombre,,,,Tolosa,%,Tolosa,76.8
2019,Tasa de ocupación,Hombre,,,,Tolosa,%,Tolosa,77.0
2015,Tasa de ocupación,Hombre,,,,Tolosa,%,Tolosa,72.4
2022,Tasa de ocupación,Hombre,,,,Tolosa,%,Tolosa,76.0
2016,Tasa de ocupación,Hombre,,,,Tolosa,%,Tolosa,73.7
2010,Tasa de ocupación,Hombre,,,,Tolosa,%,Tolosa,74.1
2021,Tasa de ocupación,Hombre,,,,Tolosa,%,Tolosa,75.8
2018,Tasa de ocupación,Hombre,,,,Tolosa,%,Tolosa,76.4
2023,Tasa de ocupación,Hombre,,,,Tolosa,%,Tolosa,78.3
2015,Tasa de ocupación,Hombre,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,64.9
2023,Tasa de ocupación,Hombre,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,70.7
2018,Tasa de ocupación,Hombre,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,62.6
2010,Tasa de ocupación,Hombre,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,72.4
2021,Tasa de ocupación,Hombre,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,66.7
2022,Tasa de ocupación,Hombre,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,69.4
2019,Tasa de ocupación,Hombre,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,60.3
2020,Tasa de ocupación,Hombre,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,68.0
2016,Tasa de ocupación,Hombre,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,65.4
2010,Tasa de ocupación,Hombre,,,,Ubide,%,Ubide,81.7
2016,Tasa de ocupación,Hombre,,,,Ubide,%,Ubide,78.3
2022,Tasa de ocupación,Hombre,,,,Ubide,%,Ubide,74.6
2021,Tasa de ocupación,Hombre,,,,Ubide,%,Ubide,67.1
2020,Tasa de ocupación,Hombre,,,,Ubide,%,Ubide,76.3
2023,Tasa de ocupación,Hombre,,,,Ubide,%,Ubide,75.7
2019,Tasa de ocupación,Hombre,,,,Ubide,%,Ubide,69.1
2015,Tasa de ocupación,Hombre,,,,Ubide,%,Ubide,72.5
2018,Tasa de ocupación,Hombre,,,,Ubide,%,Ubide,66.7
2023,Tasa de ocupación,Hombre,,,,Ugao-Miraballes,%,Ugao-Miraballes,78.3
2016,Tasa de ocupación,Hombre,,,,Ugao-Miraballes,%,Ugao-Miraballes,70.4
2010,Tasa de ocupación,Hombre,,,,Ugao-Miraballes,%,Ugao-Miraballes,74.3
2020,Tasa de ocupación,Hombre,,,,Ugao-Miraballes,%,Ugao-Miraballes,74.5
2018,Tasa de ocupación,Hombre,,,,Ugao-Miraballes,%,Ugao-Miraballes,73.1
2019,Tasa de ocupación,Hombre,,,,Ugao-Miraballes,%,Ugao-Miraballes,73.9
2021,Tasa de ocupación,Hombre,,,,Ugao-Miraballes,%,Ugao-Miraballes,74.3
2015,Tasa de ocupación,Hombre,,,,Ugao-Miraballes,%,Ugao-Miraballes,69.4
2022,Tasa de ocupación,Hombre,,,,Ugao-Miraballes,%,Ugao-Miraballes,77.7
2019,Tasa de ocupación,Hombre,,,,Urduliz,%,Urduliz,77.0
