Year,Series,Edad,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,Tasa de ocupación,16 años y más,Mujer,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,36.8
2023,Tasa de ocupación,16 años y más,Mujer,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,46.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,39.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,35.6
2019,Tasa de ocupación,16 años y más,Mujer,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,39.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,41.4
2018,Tasa de ocupación,16 años y más,Mujer,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,40.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,45.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,47.6
2021,Tasa de ocupación,16 años y más,Mujer,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,47.7
2023,Tasa de ocupación,16 años y más,Mujer,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,49.5
2018,Tasa de ocupación,16 años y más,Mujer,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,48.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,48.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,49.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,49.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,48.6
2016,Tasa de ocupación,16 años y más,Mujer,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,47.1
2021,Tasa de ocupación,16 años y más,Mujer,,,,Yécora/Iekora,%,Yécora/Iekora,31.9
2019,Tasa de ocupación,16 años y más,Mujer,,,,Yécora/Iekora,%,Yécora/Iekora,32.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Yécora/Iekora,%,Yécora/Iekora,38.7
2018,Tasa de ocupación,16 años y más,Mujer,,,,Yécora/Iekora,%,Yécora/Iekora,34.6
2020,Tasa de ocupación,16 años y más,Mujer,,,,Yécora/Iekora,%,Yécora/Iekora,27.3
2015,Tasa de ocupación,16 años y más,Mujer,,,,Yécora/Iekora,%,Yécora/Iekora,35.8
2016,Tasa de ocupación,16 años y más,Mujer,,,,Yécora/Iekora,%,Yécora/Iekora,39.3
2023,Tasa de ocupación,16 años y más,Mujer,,,,Yécora/Iekora,%,Yécora/Iekora,38.5
2022,Tasa de ocupación,16 años y más,Mujer,,,,Yécora/Iekora,%,Yécora/Iekora,29.2
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibar,%,Zaldibar,44.0
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibar,%,Zaldibar,47.0
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibar,%,Zaldibar,46.2
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibar,%,Zaldibar,47.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibar,%,Zaldibar,43.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibar,%,Zaldibar,49.9
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibar,%,Zaldibar,43.8
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibar,%,Zaldibar,47.0
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibar,%,Zaldibar,49.7
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibia,%,Zaldibia,49.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibia,%,Zaldibia,45.7
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibia,%,Zaldibia,47.0
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibia,%,Zaldibia,46.8
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibia,%,Zaldibia,49.9
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibia,%,Zaldibia,47.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibia,%,Zaldibia,47.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibia,%,Zaldibia,46.6
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zaldibia,%,Zaldibia,46.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zalduondo,%,Zalduondo,58.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zalduondo,%,Zalduondo,68.1
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zalduondo,%,Zalduondo,56.4
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zalduondo,%,Zalduondo,57.1
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zalduondo,%,Zalduondo,48.2
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zalduondo,%,Zalduondo,57.0
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zalduondo,%,Zalduondo,59.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zalduondo,%,Zalduondo,61.8
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zalduondo,%,Zalduondo,51.9
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zalla,%,Zalla,41.6
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zalla,%,Zalla,44.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zalla,%,Zalla,45.3
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zalla,%,Zalla,43.3
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zalla,%,Zalla,46.6
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zalla,%,Zalla,44.1
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zalla,%,Zalla,44.6
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zalla,%,Zalla,42.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zalla,%,Zalla,40.9
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zambrana,%,Zambrana,43.1
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zambrana,%,Zambrana,39.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zambrana,%,Zambrana,37.4
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zambrana,%,Zambrana,39.8
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zambrana,%,Zambrana,32.0
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zambrana,%,Zambrana,45.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zambrana,%,Zambrana,44.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zambrana,%,Zambrana,39.1
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zambrana,%,Zambrana,36.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zamudio,%,Zamudio,48.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zamudio,%,Zamudio,48.1
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zamudio,%,Zamudio,47.1
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zamudio,%,Zamudio,46.4
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zamudio,%,Zamudio,46.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zamudio,%,Zamudio,47.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zamudio,%,Zamudio,50.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zamudio,%,Zamudio,47.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zamudio,%,Zamudio,48.2
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zaratamo,%,Zaratamo,46.6
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zaratamo,%,Zaratamo,47.8
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zaratamo,%,Zaratamo,44.1
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zaratamo,%,Zaratamo,48.4
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zaratamo,%,Zaratamo,49.0
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zaratamo,%,Zaratamo,48.8
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zaratamo,%,Zaratamo,47.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zaratamo,%,Zaratamo,46.0
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zaratamo,%,Zaratamo,47.0
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zarautz,%,Zarautz,50.7
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zarautz,%,Zarautz,50.3
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zarautz,%,Zarautz,47.0
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zarautz,%,Zarautz,52.8
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zarautz,%,Zarautz,52.3
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zarautz,%,Zarautz,47.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zarautz,%,Zarautz,50.8
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zarautz,%,Zarautz,47.1
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zarautz,%,Zarautz,49.5
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zeanuri,%,Zeanuri,54.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zeanuri,%,Zeanuri,52.3
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zeanuri,%,Zeanuri,49.4
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zeanuri,%,Zeanuri,53.5
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zeanuri,%,Zeanuri,54.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zeanuri,%,Zeanuri,53.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zeanuri,%,Zeanuri,54.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zeanuri,%,Zeanuri,53.1
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zeanuri,%,Zeanuri,51.8
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zeberio,%,Zeberio,52.8
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zeberio,%,Zeberio,54.3
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zeberio,%,Zeberio,53.8
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zeberio,%,Zeberio,53.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zeberio,%,Zeberio,50.7
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zeberio,%,Zeberio,53.3
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zeberio,%,Zeberio,52.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zeberio,%,Zeberio,51.4
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zeberio,%,Zeberio,52.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zegama,%,Zegama,45.8
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zegama,%,Zegama,51.6
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zegama,%,Zegama,51.7
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zegama,%,Zegama,53.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zegama,%,Zegama,44.8
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zegama,%,Zegama,53.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zegama,%,Zegama,52.3
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zegama,%,Zegama,47.9
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zegama,%,Zegama,49.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zerain,%,Zerain,48.7
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zerain,%,Zerain,50.9
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zerain,%,Zerain,58.8
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zerain,%,Zerain,47.8
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zerain,%,Zerain,48.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zerain,%,Zerain,45.5
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zerain,%,Zerain,50.5
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zerain,%,Zerain,51.2
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zerain,%,Zerain,47.3
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zestoa,%,Zestoa,44.8
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zestoa,%,Zestoa,44.6
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zestoa,%,Zestoa,48.0
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zestoa,%,Zestoa,54.5
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zestoa,%,Zestoa,46.8
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zestoa,%,Zestoa,53.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zestoa,%,Zestoa,44.8
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zestoa,%,Zestoa,46.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zestoa,%,Zestoa,49.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zierbena,%,Zierbena,49.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zierbena,%,Zierbena,50.7
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zierbena,%,Zierbena,50.7
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zierbena,%,Zierbena,56.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zierbena,%,Zierbena,46.8
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zierbena,%,Zierbena,49.9
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zierbena,%,Zierbena,46.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zierbena,%,Zierbena,44.4
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zierbena,%,Zierbena,48.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zigoitia,%,Zigoitia,53.3
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zigoitia,%,Zigoitia,58.4
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zigoitia,%,Zigoitia,54.4
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zigoitia,%,Zigoitia,53.3
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zigoitia,%,Zigoitia,55.8
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zigoitia,%,Zigoitia,55.8
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zigoitia,%,Zigoitia,55.1
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zigoitia,%,Zigoitia,57.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zigoitia,%,Zigoitia,54.5
2018,Tasa de ocupación,16 años y más,Mujer,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,47.4
2010,Tasa de ocupación,16 años y más,Mujer,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,43.2
2023,Tasa de ocupación,16 años y más,Mujer,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,56.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,53.4
2016,Tasa de ocupación,16 años y más,Mujer,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,44.0
2022,Tasa de ocupación,16 años y más,Mujer,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,54.1
2019,Tasa de ocupación,16 años y más,Mujer,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,51.9
2020,Tasa de ocupación,16 años y más,Mujer,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,52.6
2015,Tasa de ocupación,16 años y más,Mujer,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,49.7
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zizurkil,%,Zizurkil,53.9
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zizurkil,%,Zizurkil,47.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zizurkil,%,Zizurkil,49.0
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zizurkil,%,Zizurkil,45.2
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zizurkil,%,Zizurkil,47.6
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zizurkil,%,Zizurkil,51.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zizurkil,%,Zizurkil,45.5
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zizurkil,%,Zizurkil,44.3
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zizurkil,%,Zizurkil,47.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zuia,%,Zuia,52.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zuia,%,Zuia,52.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zuia,%,Zuia,54.8
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zuia,%,Zuia,53.8
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zuia,%,Zuia,53.9
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zuia,%,Zuia,52.1
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zuia,%,Zuia,52.6
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zuia,%,Zuia,54.4
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zuia,%,Zuia,53.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zumaia,%,Zumaia,45.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zumaia,%,Zumaia,50.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zumaia,%,Zumaia,51.2
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zumaia,%,Zumaia,49.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zumaia,%,Zumaia,52.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zumaia,%,Zumaia,50.8
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zumaia,%,Zumaia,52.9
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zumaia,%,Zumaia,46.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zumaia,%,Zumaia,46.2
2018,Tasa de ocupación,16 años y más,Mujer,,,,Zumarraga,%,Zumarraga,41.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Zumarraga,%,Zumarraga,42.5
2023,Tasa de ocupación,16 años y más,Mujer,,,,Zumarraga,%,Zumarraga,46.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Zumarraga,%,Zumarraga,44.8
2010,Tasa de ocupación,16 años y más,Mujer,,,,Zumarraga,%,Zumarraga,40.2
2020,Tasa de ocupación,16 años y más,Mujer,,,,Zumarraga,%,Zumarraga,44.8
2015,Tasa de ocupación,16 años y más,Mujer,,,,Zumarraga,%,Zumarraga,40.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Zumarraga,%,Zumarraga,43.5
2016,Tasa de ocupación,16 años y más,Mujer,,,,Zumarraga,%,Zumarraga,39.2
2015,Tasa de ocupación,16 años y más,Mujer,,,Añana (comarca),,%,Añana (comarca),44.8
2023,Tasa de ocupación,16 años y más,Mujer,,,Añana (comarca),,%,Añana (comarca),48.4
2018,Tasa de ocupación,16 años y más,Mujer,,,Añana (comarca),,%,Añana (comarca),43.2
2020,Tasa de ocupación,16 años y más,Mujer,,,Añana (comarca),,%,Añana (comarca),47.1
2010,Tasa de ocupación,16 años y más,Mujer,,,Añana (comarca),,%,Añana (comarca),44.3
2016,Tasa de ocupación,16 años y más,Mujer,,,Añana (comarca),,%,Añana (comarca),43.2
2019,Tasa de ocupación,16 años y más,Mujer,,,Añana (comarca),,%,Añana (comarca),44.4
2022,Tasa de ocupación,16 años y más,Mujer,,,Añana (comarca),,%,Añana (comarca),49.5
2021,Tasa de ocupación,16 años y más,Mujer,,,Añana (comarca),,%,Añana (comarca),46.3
2018,Tasa de ocupación,16 años y más,Mujer,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,41.6
2022,Tasa de ocupación,16 años y más,Mujer,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,45.0
2020,Tasa de ocupación,16 años y más,Mujer,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,41.5
2019,Tasa de ocupación,16 años y más,Mujer,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,41.1
2010,Tasa de ocupación,16 años y más,Mujer,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,39.2
2016,Tasa de ocupación,16 años y más,Mujer,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,39.9
2021,Tasa de ocupación,16 años y más,Mujer,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,42.9
2015,Tasa de ocupación,16 años y más,Mujer,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,41.4
2023,Tasa de ocupación,16 años y más,Mujer,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,46.0
2018,Tasa de ocupación,16 años y más,Mujer,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,44.4
2023,Tasa de ocupación,16 años y más,Mujer,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,47.3
2015,Tasa de ocupación,16 años y más,Mujer,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,43.3
2016,Tasa de ocupación,16 años y más,Mujer,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,42.6
2020,Tasa de ocupación,16 años y más,Mujer,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,45.4
2021,Tasa de ocupación,16 años y más,Mujer,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,45.2
2019,Tasa de ocupación,16 años y más,Mujer,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,44.8
2010,Tasa de ocupación,16 años y más,Mujer,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,43.2
2022,Tasa de ocupación,16 años y más,Mujer,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,47.0
2023,Tasa de ocupación,16 años y más,Mujer,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,49.9
2015,Tasa de ocupación,16 años y más,Mujer,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,48.4
2020,Tasa de ocupación,16 años y más,Mujer,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,49.3
2022,Tasa de ocupación,16 años y más,Mujer,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,49.8
2010,Tasa de ocupación,16 años y más,Mujer,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,47.9
2021,Tasa de ocupación,16 años y más,Mujer,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,48.0
2018,Tasa de ocupación,16 años y más,Mujer,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,48.5
2016,Tasa de ocupación,16 años y más,Mujer,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,47.5
2019,Tasa de ocupación,16 años y más,Mujer,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,48.9
2020,Tasa de ocupación,16 años y más,Mujer,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,49.0
2019,Tasa de ocupación,16 años y más,Mujer,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,48.8
2021,Tasa de ocupación,16 años y más,Mujer,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,48.9
2015,Tasa de ocupación,16 años y más,Mujer,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,45.1
2018,Tasa de ocupación,16 años y más,Mujer,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,48.1
2016,Tasa de ocupación,16 años y más,Mujer,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,45.8
2023,Tasa de ocupación,16 años y más,Mujer,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,49.9
2010,Tasa de ocupación,16 años y más,Mujer,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,43.3
2022,Tasa de ocupación,16 años y más,Mujer,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,50.9
2018,Tasa de ocupación,16 años y más,Mujer,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,47.6
2023,Tasa de ocupación,16 años y más,Mujer,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,49.9
2016,Tasa de ocupación,16 años y más,Mujer,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,46.9
2022,Tasa de ocupación,16 años y más,Mujer,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,49.1
2020,Tasa de ocupación,16 años y más,Mujer,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,48.8
2021,Tasa de ocupación,16 años y más,Mujer,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,47.8
2019,Tasa de ocupación,16 años y más,Mujer,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,48.5
2015,Tasa de ocupación,16 años y más,Mujer,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,47.4
2010,Tasa de ocupación,16 años y más,Mujer,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,46.0
