Year,Series,NCD,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2022,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,811.0
2014,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,641.9
2010,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,718.6
2019,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,703.9
2018,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,759.6
2023,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,729.6
2020,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,686.1
2015,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,789.7
2011,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,717.3
2021,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,707.6
2013,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,740.6
2024,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,571.8
2016,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,770.0
2021,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,665.9
2022,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,666.8
2011,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,748.6
2017,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,732.0
2016,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,733.2
2020,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,622.9
2014,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,749.2
2023,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,623.5
2013,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,697.5
2015,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,711.2
2018,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,723.9
2024,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,714.3
2019,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,638.0
2012,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,727.2
2010,EU_SH_DTH_NCOM,,,,ES4805,,PER_100000_POP,ES4805,737.8
2020,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,585.4
2017,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,658.8
2021,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,682.8
2013,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,632.7
2018,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,697.5
2014,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,617.9
2022,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,609.6
2011,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,635.5
2019,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,598.0
2015,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,702.6
2012,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,621.0
2023,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,648.7
2024,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,619.4
2016,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,652.6
2010,EU_SH_DTH_NCOM,,,,ES2005,,PER_100000_POP,ES2005,587.4
2017,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,479.5
2012,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,574.9
2018,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,602.1
2024,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,645.0
2023,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,656.5
2011,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,386.1
2022,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,460.1
2010,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,381.9
2016,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,457.1
2021,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,559.4
2013,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,613.2
2015,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,455.4
2014,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,330.6
2020,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,502.1
2019,EU_SH_DTH_NCOM,,,,ES0105,,PER_100000_POP,ES0105,521.4
2020,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,761.5
2024,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,800.2
2013,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,816.8
2011,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,768.5
2019,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,823.8
2023,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,675.7
2016,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,778.2
2017,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,723.1
2012,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,810.3
2015,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,744.5
2018,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,703.2
2022,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,781.7
2021,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,725.6
2010,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,780.5
2014,EU_SH_DTH_NCOM,,,,ES4806,,PER_100000_POP,ES4806,763.7
2013,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,486.4
2016,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,464.4
2023,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,499.8
2017,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,500.4
2010,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,481.0
2022,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,471.5
2019,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,472.2
2024,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,429.6
2018,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,478.7
2012,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,540.7
2014,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,492.6
2021,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,464.4
2020,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,463.2
2011,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,495.1
2015,EU_SH_DTH_NCOM,,,,ES4807,,PER_100000_POP,ES4807,478.6
2010,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,634.4
2011,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,618.3
2012,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,624.3
2021,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,648.7
2019,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,603.3
2013,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,581.3
2017,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,589.4
2020,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,597.4
2024,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,559.5
2014,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,623.4
2018,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,547.7
2022,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,562.2
2015,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,625.9
2023,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,647.0
2016,EU_SH_DTH_NCOM,,,,ES2006,,PER_100000_POP,ES2006,555.5
2021,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,586.1
2014,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,541.1
2018,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,512.9
2015,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,555.4
2020,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,542.1
2012,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,524.4
2019,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,498.9
2022,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,559.0
2017,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,501.1
2011,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,555.7
2016,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,626.5
2024,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,539.7
2023,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,507.1
2013,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,535.6
2010,EU_SH_DTH_NCOM,,,,ES2007,,PER_100000_POP,ES2007,538.8
2022,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,538.9
2018,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,538.7
2021,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,536.3
2012,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,524.8
2024,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,559.2
2017,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,567.5
2019,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,546.4
2023,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,545.0
2011,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,539.8
2016,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,554.2
2013,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,546.6
2020,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,491.8
2015,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,574.1
2014,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,496.1
2010,EU_SH_DTH_NCOM,,,ES211,,,PER_100000_POP,ES211,521.0
2020,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,651.0
2014,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,669.1
2018,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,691.1
2015,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,696.8
2021,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,648.0
2011,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,662.9
2022,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,659.8
2023,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,623.6
2013,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,642.4
2019,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,676.6
2017,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,684.1
2012,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,669.6
2010,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,654.2
2016,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,689.3
2024,EU_SH_DTH_NCOM,,,ES213,,,PER_100000_POP,ES213,639.6
2013,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,595.4
2016,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,603.6
2018,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,631.9
2023,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,628.0
2021,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,621.2
2015,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,613.6
2020,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,592.1
2011,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,605.6
2014,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,599.2
2024,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,612.7
2010,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,596.9
2019,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,597.6
2022,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,613.4
2012,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,608.6
2017,EU_SH_DTH_NCOM,,,ES212,,,PER_100000_POP,ES212,624.4
2016,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,572.1
2014,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,556.0
2010,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,536.9
2012,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,554.3
2017,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,581.7
2023,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,551.1
2019,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,567.0
2024,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,560.9
2018,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,580.5
2020,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,550.5
2021,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,566.5
2015,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,586.7
2011,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,553.1
2022,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,573.7
2013,EU_SH_DTH_NCOM,,F,,,,PER_100000_POP,,538.6
2023,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,496.6
2024,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,495.1
2016,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,468.7
2013,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,470.1
2012,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,454.7
2010,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,453.1
2021,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,464.5
2014,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,437.9
2020,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,426.3
2011,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,453.6
2015,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,526.7
2017,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,500.8
2018,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,448.8
2022,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,499.3
2019,EU_SH_DTH_NCOM,,F,ES211,,,PER_100000_POP,ES211,471.7
2022,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,607.1
2024,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,587.7
2011,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,583.9
2010,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,563.5
2012,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,587.6
2015,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,619.1
2013,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,564.6
2017,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,614.1
2021,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,591.7
2014,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,605.0
2020,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,594.9
2016,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,620.9
2023,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,556.7
2018,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,620.5
2019,EU_SH_DTH_NCOM,,F,ES213,,,PER_100000_POP,ES213,601.9
2011,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,546.6
2020,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,535.3
2012,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,543.8
2010,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,530.0
2013,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,526.4
2017,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,565.7
2014,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,528.7
2019,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,554.0
2018,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,575.4
2024,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,548.1
2021,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,572.4
2022,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,554.0
2023,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,567.0
2015,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,560.7
2016,EU_SH_DTH_NCOM,,F,ES212,,,PER_100000_POP,ES212,539.6
2023,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,678.9
2019,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,699.3
2014,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,689.1
2021,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,681.7
2017,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,716.5
2020,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,668.5
2016,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,714.2
2015,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,719.9
2013,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,691.4
2018,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,721.6
2022,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,682.2
2012,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,706.5
2011,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,703.0
2024,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,679.8
2010,EU_SH_DTH_NCOM,,M,,,,PER_100000_POP,,699.3
2020,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,559.6
2015,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,622.7
2024,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,625.6
2023,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,595.2
2016,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,642.1
2022,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,580.0
2014,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,555.5
2013,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,624.5
2010,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,589.2
2021,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,610.6
2012,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,595.7
2017,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,636.3
2018,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,631.4
2019,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,623.6
2011,EU_SH_DTH_NCOM,,M,ES211,,,PER_100000_POP,ES211,626.6
2024,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,695.5
2021,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,708.7
2020,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,711.4
2015,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,780.4
2023,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,695.5
2018,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,767.3
2012,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,757.3
2013,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,725.7
2017,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,759.5
2022,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,716.8
2016,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,763.0
2014,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,738.0
2019,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,757.1
2011,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,747.2
2010,EU_SH_DTH_NCOM,,M,ES213,,,PER_100000_POP,ES213,750.8
2019,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,643.3
2018,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,691.1
2010,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,666.4
2015,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,668.9
2024,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,680.5
2016,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,670.5
2013,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,667.2
2012,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,675.9
2020,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,651.5
2023,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,692.0
2021,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,672.4
2014,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,672.6
2022,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,675.6
2011,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,666.9
2017,EU_SH_DTH_NCOM,,M,ES212,,,PER_100000_POP,ES212,685.7
2021,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,270.2
2014,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,248.1
2020,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,255.5
2023,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,257.2
2013,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,248.6
2016,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,263.8
2024,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,258.9
2022,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,263.3
2010,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,261.3
2011,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,259.8
2012,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,263.2
2019,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,256.3
2015,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,266.4
2018,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,265.0
2017,EU_SH_DTH_NCOM,CARDIO,,,,,PER_100000_POP,,264.6
2014,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,191.6
2013,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,206.2
2011,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,202.0
2024,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,229.5
2012,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,207.1
2015,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,220.1
2022,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,219.2
2021,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,217.6
2018,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,209.3
2017,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,213.2
2019,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,204.2
2016,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,218.6
2010,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,216.1
2023,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,232.5
2020,EU_SH_DTH_NCOM,CARDIO,,ES211,,,PER_100000_POP,ES211,190.5
2013,EU_SH_DTH_NCOM,CARDIO,,ES213,,,PER_100000_POP,ES213,263.1
2014,EU_SH_DTH_NCOM,CARDIO,,ES213,,,PER_100000_POP,ES213,274.6
2011,EU_SH_DTH_NCOM,CARDIO,,ES213,,,PER_100000_POP,ES213,282.1
2015,EU_SH_DTH_NCOM,CARDIO,,ES213,,,PER_100000_POP,ES213,293.5
2023,EU_SH_DTH_NCOM,CARDIO,,ES213,,,PER_100000_POP,ES213,259.4
